city_1,lat_1,lng_1,country_1,city_2,lat_2,lng_2,country_2,calc_distance_km,dist_km,duration_sec,estd_emissions_gm,estd_emissions_osrm_gm
Bremen,53.0833,8.8,Germany,Gdansk,54.3475,18.6453,Poland,664.4703679348545,932.7876,33429.5,127578.31064349206,179095.2192
Bremen,53.0833,8.8,Germany,Bratislava,48.1439,17.1097,Slovakia,803.9285324876829,945.2558,34054.9,154354.27823763512,181489.1136
Bremen,53.0833,8.8,Germany,Kaliningrad,54.7003,20.4531,Russia,785.9923741546824,1087.4821000000002,40767.6,150910.53583769902,208796.56320000003
Bremen,53.0833,8.8,Germany,Zurich,47.3744,8.5411,Switzerland,635.2873202562101,846.3991,30722.1,121975.16548919235,162508.6272
Bremen,53.0833,8.8,Germany,Szczecin,53.4325,14.5481,Poland,385.464965165244,527.2954,18537.4,74009.27331172685,101240.7168
Bremen,53.0833,8.8,Germany,Bologna,44.4939,11.3428,Italy,973.123682195088,1277.8065,46878.1,186839.7469814569,245338.848
Bremen,53.0833,8.8,Germany,Brno,49.1925,16.6083,Czechia,696.4890630723796,820.7796,29442.5,133725.9001098969,157589.6832
Bremen,53.0833,8.8,Germany,Malmo,55.6058,13.0358,Sweden,393.2105004531518,619.7809,23653.5,75496.41608700514,118997.9328
Bremen,53.0833,8.8,Germany,Bydgoszcz,53.1219,18.0003,Poland,615.8085742296712,760.2271999999999,27308.3,118235.24625209687,145963.6224
Bremen,53.0833,8.8,Germany,Nantes,47.2181,-1.5528,France,984.7315794207848,1165.9655,43503.8,189068.46324879068,223865.376
Bremen,53.0833,8.8,Germany,Strasbourg,48.5833,7.7458,France,506.0657834979118,655.4974,23973.3,97164.63043159907,125855.5008
Bremen,53.0833,8.8,Germany,Ljubljana,46.0514,14.5061,Slovenia,883.6617467284095,1177.1456,41882.2,169663.05537185463,226011.95520000003
Bremen,53.0833,8.8,Germany,Maastricht,50.85,5.6833,Netherlands,328.0119342856071,395.8115,14864.0,62978.291382836556,75995.808
Bremen,53.0833,8.8,Germany,Bergen,60.3894,5.33,Norway,840.5321598556174,1647.8452,75764.3,161382.17469227852,316386.2784
Bremen,53.0833,8.8,Germany,Kiel,54.3233,10.1394,Germany,163.91849469948517,211.9119,8172.2,31472.35098230115,40687.0848
Bremen,53.0833,8.8,Germany,Kosice,48.7167,21.25,Slovakia,999.5918441555258,1206.9134,45448.1,191921.63407786094,231727.37279999998
Bremen,53.0833,8.8,Germany,Stavanger,58.97,5.7314,Norway,682.6064645287729,1598.901,72741.7,131060.4411895244,306988.992
Bremen,53.0833,8.8,Germany,Magdeburg,52.1317,11.6392,Germany,219.54050960084365,255.2206,9213.2,42151.77784336198,49002.3552
Bremen,53.0833,8.8,Germany,Lille,50.6278,3.0583,France,480.5399955232456,566.3248000000001,21928.6,92263.67914046315,108734.36160000002
Bremen,53.0833,8.8,Germany,Rennes,48.1147,-1.6794,France,923.6786171167546,1140.645,42213.3,177346.29448641688,219003.84
Bremen,53.0833,8.8,Germany,Zielona Gora,51.9333,15.5,Poland,472.36717794882605,581.4571,20876.0,90694.4981661746,111639.76319999999
Bremen,53.0833,8.8,Germany,Erfurt,50.9833,11.0333,Germany,279.4116925705351,366.9184,14307.4,53647.04497354274,70448.3328
Bremen,53.0833,8.8,Germany,Geneva,46.2017,6.1469,Switzerland,788.8609601222267,1013.4705,37557.7,151461.30434346752,194586.336
Bremen,53.0833,8.8,Germany,Rzeszow,50.0333,22.0,Poland,974.5633155142284,1125.5961000000002,39023.7,187116.15657873184,216114.45120000004
Bremen,53.0833,8.8,Germany,Rijeka,45.3272,14.4411,Croatia,954.803078546036,1289.8893999999998,47076.1,183322.1910808389,247658.76479999995
Bremen,53.0833,8.8,Germany,Saarbrucken,49.2333,7.0,Germany,446.40608122828144,553.5006,21572.9,85709.96759583004,106272.1152
Bremen,53.0833,8.8,Germany,Dijon,47.3167,5.0167,France,695.7435013298988,843.2634,32558.0,133582.75225534057,161906.57280000002
Bremen,53.0833,8.8,Germany,Salzburg,47.8,13.045,Austria,660.2666559189158,913.2105,31478.7,126771.19793643184,175336.416
Bremen,53.0833,8.8,Germany,Aalborg,57.05,9.9167,Denmark,447.3009586149279,563.6018,20698.6,85881.78405406616,108211.54560000001
Bremen,53.0833,8.8,Germany,Bern,46.9481,7.4475,Switzerland,689.2293182581482,857.1826,31215.6,132332.02910556446,164579.0592
Bremen,53.0833,8.8,Germany,Luxembourg,49.6117,6.1319,Luxembourg,428.56405085270416,515.0279,20000.2,82284.2977637192,98885.35680000001
Bremen,53.0833,8.8,Germany,Innsbruck,47.2683,11.3933,Austria,672.7017843099161,884.6878,31872.5,129158.74258750389,169860.0576
Bremen,53.0833,8.8,Germany,Vasteras,59.6161,16.5528,Sweden,869.894516284346,1216.8096,48276.9,167019.74712659442,233627.4432
Bremen,53.0833,8.8,Germany,Orebro,59.2739,15.2075,Sweden,795.0939064255524,1121.8991,44303.3,152658.03003370605,215404.62720000002
Bremen,53.0833,8.8,Germany,Orleans,47.9025,1.909,France,755.1015175966913,916.0838,34471.1,144979.49137856474,175888.0896
Bremen,53.0833,8.8,Germany,Linkoping,58.4158,15.6253,Sweden,731.4652676201144,1036.8429,39929.2,140441.33138306197,199073.83680000002
