city_1,lat_1,lng_1,country_1,city_2,lat_2,lng_2,country_2,calc_distance_km,dist_km,duration_sec,estd_emissions_gm,estd_emissions_osrm_gm
Istanbul,41.0136,28.955,Turkey,Gaziantep,37.0628,37.3792,Turkey,850.4932488565127,1148.7619,40936.4,163294.70378045042,220562.2848
Istanbul,41.0136,28.955,Turkey,Sanliurfa,37.1583,38.7917,Turkey,951.8464191790866,1289.7688999999998,45793.4,182754.51248238463,247635.62879999995
Istanbul,41.0136,28.955,Turkey,Adana,37.0,35.3213,Turkey,708.6070275691545,934.9038,33192.2,136052.54929327767,179501.5296
Istanbul,41.0136,28.955,Turkey,Sofia,42.7,23.33,Bulgaria,503.1060628033917,548.1995,20734.4,96596.3640582512,105254.30399999999
Istanbul,41.0136,28.955,Turkey,Kayseri,38.7225,35.4875,Turkey,613.8580877838665,783.4595,28874.8,117860.75285450237,150424.22400000002
Istanbul,41.0136,28.955,Turkey,Belgrade,44.82,20.46,Serbia,811.7124644924693,949.162,36556.2,155848.7931825541,182239.104
Istanbul,41.0136,28.955,Turkey,Samsun,41.2903,36.3336,Turkey,619.9465632907786,739.4855,29871.6,119029.7401518295,141981.21600000001
Istanbul,41.0136,28.955,Turkey,Denizli,37.7667,29.0833,Turkey,360.6498421269588,586.0908000000001,22573.6,69244.76968837608,112529.43360000002
Istanbul,41.0136,28.955,Turkey,Krasnodar,45.0333,38.9667,Russia,929.2908873351448,1936.8211,91258.8,178423.8503683478,371869.65119999996
Istanbul,41.0136,28.955,Turkey,Eskisehir,39.7767,30.5206,Turkey,191.12634993885533,281.8519,12724.5,36696.25918826022,54115.5648
Istanbul,41.0136,28.955,Turkey,Thessaloniki,40.6403,22.9347,Greece,509.4282131682495,587.942,25221.1,97810.21692830391,112884.864
Istanbul,41.0136,28.955,Turkey,Zaporizhzhia,47.85,35.1175,Ukraine,903.6730721938468,1560.6972,86361.5,173505.2298612186,299653.8624
Istanbul,41.0136,28.955,Turkey,Chisinau,47.0228,28.8353,Moldova,667.7668193999159,1007.3305,54278.7,128211.22932478385,193407.456
Istanbul,41.0136,28.955,Turkey,Skopje,41.9961,21.4317,Macedonia,637.3069928265343,783.8178,33054.2,122362.94262269458,150493.01760000002
Istanbul,41.0136,28.955,Turkey,Mykolaiv,46.975,31.995,Ukraine,705.69452442676,1166.6545,64751.8,135493.34868993793,223997.66400000002
Istanbul,41.0136,28.955,Turkey,Kahramanmaras,37.5833,36.9333,Turkey,786.0962243758303,1036.8461,39795.3,150930.4750801594,199074.4512
Istanbul,41.0136,28.955,Turkey,Trabzon,41.005,39.7225,Turkey,905.2237860036984,1067.6146,44003.4,173802.96691271008,204982.00320000004
Istanbul,41.0136,28.955,Turkey,Malatya,38.3486,38.3194,Turkey,855.5762993181719,1114.5618,42902.4,164270.649469089,213995.8656
Istanbul,41.0136,28.955,Turkey,Elazig,38.6744,39.2228,Turkey,915.7311080597128,1213.9269,47087.1,175820.37274746486,233073.9648
Istanbul,41.0136,28.955,Turkey,Sarajevo,43.8564,18.4131,Bosnia and Herzegovina,922.3042172162304,1160.2909,51914.8,177082.40970551624,222775.8528
Istanbul,41.0136,28.955,Turkey,Tirana,41.3289,19.8178,Albania,767.2105485354286,979.1112,46388.2,147304.4253188023,187989.3504
Istanbul,41.0136,28.955,Turkey,Plovdiv,42.15,24.75,Bulgaria,372.6313098411479,417.4662,16252.3,71545.2114895004,80153.5104
Istanbul,41.0136,28.955,Turkey,Novi Sad,45.2542,19.8425,Serbia,877.6123274586241,1042.6928,39893.6,168501.56687205582,200197.01760000002
Istanbul,41.0136,28.955,Turkey,Sivas,39.75,37.0167,Turkey,698.5262352455843,888.275,35395.5,134117.0371671522,170548.8
Istanbul,41.0136,28.955,Turkey,Vinnytsia,49.2333,28.4833,Ukraine,914.2381067960612,1299.7619,72274.8,175533.71650484373,249554.2848
Istanbul,41.0136,28.955,Turkey,Varna,43.2167,27.9167,Bulgaria,259.33266839822284,459.0688,24819.1,49791.872332458785,88141.2096
Istanbul,41.0136,28.955,Turkey,Simferopol,44.9484,34.1,Ukraine,605.7118773103199,1939.9934,106527.2,116296.68044358143,372478.7328
Istanbul,41.0136,28.955,Turkey,Balikesir,39.6333,27.8833,Turkey,178.2874207115791,284.8135,10772.9,34231.18477662319,54684.191999999995
Istanbul,41.0136,28.955,Turkey,Nicosia,35.1725,33.365,Cyprus,754.7306579943698,1187.1454,52133.3,144908.28633491902,227931.9168
Istanbul,41.0136,28.955,Turkey,Debrecen,47.53,21.6392,Hungary,929.415763119904,1397.0296,56745.5,178447.82651902156,268229.6832
Istanbul,41.0136,28.955,Turkey,Cluj-Napoca,46.7667,23.5833,Romania,770.8859816576758,1081.1307,55690.2,148010.10847827373,207577.0944
Istanbul,41.0136,28.955,Turkey,Timisoara,45.7597,21.23,Romania,817.7606647566498,1060.8432,45865.6,157010.04763327676,203681.8944
Istanbul,41.0136,28.955,Turkey,Adiyaman,37.7639,38.2778,Turkey,879.8542219090305,1257.4347,45856.6,168932.01060653385,241427.46240000002
Istanbul,41.0136,28.955,Turkey,Iasi,47.1622,27.5889,Romania,691.8684997399988,994.576,54672.1,132838.75195007978,190958.592
Istanbul,41.0136,28.955,Turkey,Constanta,44.1667,28.6333,Romania,351.25444852349494,606.916,33775.3,67440.85411651104,116527.872
Istanbul,41.0136,28.955,Turkey,Craiova,44.3333,23.8167,Romania,559.6133368204938,789.0804,36989.4,107445.76066953482,151503.43680000002
Istanbul,41.0136,28.955,Turkey,Isparta,37.7647,30.5567,Turkey,386.17431448330177,555.6516,24914.3,74145.46838079394,106685.1072
Istanbul,41.0136,28.955,Turkey,Ivano-Frankivsk,48.9228,24.7106,Ukraine,940.1857558656052,1295.5348,74047.7,180515.6651261962,248742.68159999998
